point cloud with 5689 points in dimension 4
distance matrix with 5689 points
value range: [0,2.82843]
 [0,0.0613103)
 [0,0.0613532)
 [0,0.0614019)
 [0,0.0614095)
 [0,0.0614317)
 [0,0.0614335)
 [0,0.06144)
 [0,0.0614653)
 [0,0.0614671)
 [0,0.0614732)
 [0,0.0614789)
 [0,0.0614942)
 [0,0.0615017)
 [0,0.0615058)
 [0,0.061508)
 [0,0.0615099)
 [0,0.0615198)
 [0,0.0615509)
 [0,0.0615588)
 [0,0.0615872)
 [0,0.061589)
 [0,0.061597)
 [0,0.0616253)
 [0,0.0616375)
 [0,0.0616653)
 [0,0.0616879)
 [0,0.0616969)
 [0,0.0616969)
 [0,0.0616984)
 [0,0.0617113)
 [0,0.0617321)
 [0,0.0617326)
 [0,0.0617477)
 [0,0.0617553)
 [0,0.0617607)
 [0,0.0617794)
 [0,0.0617989)
 [0,0.0618295)
 [0,0.0618465)
 [0,0.0618494)
 [0,0.0618585)
 [0,0.0618624)
 [0,0.0618709)
 [0,0.0618844)
 [0,0.0618986)
 [0,0.0619074)
 [0,0.0619245)
 [0,0.0619598)
 [0,0.0619599)
 [0,0.0619661)
 [0,0.0619708)
 [0,0.0619875)
 [0,0.0620362)
 [0,0.0620528)
 [0,0.0620592)
 [0,0.0620611)
 [0,0.0620819)
 [0,0.0620945)
 [0,0.0621015)
 [0,0.0621138)
 [0,0.0621233)
 [0,0.0621307)
 [0,0.0621656)
 [0,0.0621828)
 [0,0.062193)
 [0,0.0622104)
 [0,0.0622324)
 [0,0.0622399)
 [0,0.0622419)
 [0,0.0622564)
 [0,0.0622638)
 [0,0.0623012)
 [0,0.0623429)
 [0,0.062343)
 [0,0.0623487)
 [0,0.0623621)
 [0,0.0623629)
 [0,0.0623752)
 [0,0.0623874)
 [0,0.0623889)
 [0,0.0623911)
 [0,0.0623968)
 [0,0.0624275)
 [0,0.0624363)
 [0,0.0624538)
 [0,0.0624591)
 [0,0.0624746)
 [0,0.0624792)
 [0,0.0624949)
 [0,0.0625209)
 [0,0.0625291)
 [0,0.0625732)
 [0,0.0626168)
 [0,0.0626409)
 [0,0.0626476)
 [0,0.0627078)
 [0,0.0627103)
 [0,0.0627214)
 [0,0.062782)
 [0,0.0628137)
 [0,0.0628356)
 [0,0.0628472)
 [0,0.0628586)
 [0,0.0628661)
 [0,0.0628816)
 [0,0.0628965)
 [0,0.0629293)
 [0,0.0629937)
 [0,0.0629949)
 [0,0.0630065)
 [0,0.0630085)
 [0,0.0630095)
 [0,0.0630242)
 [0,0.0630334)
 [0,0.0630405)
 [0,0.0630511)
 [0,0.0630767)
 [0,0.0630859)
 [0,0.0630923)
 [0,0.0631042)
 [0,0.063137)
 [0,0.0631379)
 [0,0.0631392)
 [0,0.0631396)
 [0,0.0631646)
 [0,0.0631811)
 [0,0.063222)
 [0,0.0632346)
 [0,0.063307)
 [0,0.0633106)
 [0,0.0633123)
 [0,0.0633393)
 [0,0.0633487)
 [0,0.0633754)
 [0,0.0633887)
 [0,0.0634317)
 [0,0.0634396)
 [0,0.0635111)
 [0,0.0635175)
 [0,0.0635224)
 [0,0.0635236)
 [0,0.0635371)
 [0,0.0635776)
 [0,0.0635975)
 [0,0.0636155)
 [0,0.0636156)
 [0,0.0636589)
 [0,0.0636835)
 [0,0.0637111)
 [0,0.0637162)
 [0,0.0637256)
 [0,0.0637283)
 [0,0.0637452)
 [0,0.0637495)
 [0,0.0637613)
 [0,0.0637652)
 [0,0.0638079)
 [0,0.06382)
 [0,0.0638202)
 [0,0.0638251)
 [0,0.0638437)
 [0,0.0638623)
 [0,0.0638728)
 [0,0.0638903)
 [0,0.0639079)
 [0,0.0639164)
 [0,0.0639306)
 [0,0.0639392)
 [0,0.0639452)
 [0,0.0639526)
 [0,0.0639555)
 [0,0.0640039)
 [0,0.0640157)
 [0,0.0640333)
 [0,0.0640339)
 [0,0.0640542)
 [0,0.0640546)
 [0,0.0640618)
 [0,0.0640913)
 [0,0.064096)
 [0,0.064127)
 [0,0.0641439)
 [0,0.06416)
 [0,0.0641853)
 [0,0.064194)
 [0,0.0642017)
 [0,0.0642053)
 [0,0.0642076)
 [0,0.0642081)
 [0,0.0642184)
 [0,0.0642191)
 [0,0.0642386)
 [0,0.0642423)
 [0,0.0642523)
 [0,0.0642816)
 [0,0.0642883)
 [0,0.0643079)
 [0,0.0643102)
 [0,0.064324)
 [0,0.0643315)
 [0,0.0643597)
 [0,0.0643722)
 [0,0.0643914)
 [0,0.0644209)
 [0,0.0644276)
 [0,0.0644325)
 [0,0.0644424)
 [0,0.0644998)
 [0,0.0645047)
 [0,0.064513)
 [0,0.0645438)
 [0,0.0645494)
 [0,0.064552)
 [0,0.0645572)
 [0,0.064576)
 [0,0.0646092)
 [0,0.0646389)
 [0,0.0646763)
 [0,0.0647233)
 [0,0.0647234)
 [0,0.0647488)
 [0,0.0647834)
 [0,0.0647942)
 [0,0.0647945)
 [0,0.0648289)
 [0,0.0648289)
 [0,0.0648305)
 [0,0.0648344)
 [0,0.0648472)
 [0,0.0648482)
 [0,0.0648591)
 [0,0.0648671)
 [0,0.0648747)
 [0,0.0649516)
 [0,0.0649671)
 [0,0.0649719)
 [0,0.0649794)
 [0,0.064982)
 [0,0.065029)
 [0,0.0650307)
 [0,0.0650756)
 [0,0.0651194)
 [0,0.0651751)
 [0,0.0651772)
 [0,0.0651804)
 [0,0.0651816)
 [0,0.0651946)
 [0,0.0651959)
 [0,0.0651964)
 [0,0.0652358)
 [0,0.0652583)
 [0,0.0652607)
 [0,0.0652655)
 [0,0.0652842)
 [0,0.0652886)
 [0,0.0653106)
 [0,0.0653332)
 [0,0.0653401)
 [0,0.0653559)
 [0,0.0653574)
 [0,0.0653907)
 [0,0.0654285)
 [0,0.0654418)
 [0,0.0654813)
 [0,0.0654885)
 [0,0.0655053)
 [0,0.0655082)
 [0,0.0655085)
 [0,0.0655125)
 [0,0.0655162)
 [0,0.0655939)
 [0,0.0656068)
 [0,0.0656104)
 [0,0.0656687)
 [0,0.0657105)
 [0,0.0657147)
 [0,0.0657599)
 [0,0.0657857)
 [0,0.0657873)
 [0,0.0658384)
 [0,0.0658477)
 [0,0.0658576)
 [0,0.0658884)
 [0,0.0658912)
 [0,0.0658929)
 [0,0.0658971)
 [0,0.0659427)
 [0,0.0659584)
 [0,0.0659613)
 [0,0.0659633)
 [0,0.0659824)
 [0,0.0659844)
 [0,0.0660234)
 [0,0.0660538)
 [0,0.0660913)
 [0,0.0661204)
 [0,0.0661277)
 [0,0.0661281)
 [0,0.0661476)
 [0,0.0661687)
 [0,0.0661939)
 [0,0.0662178)
 [0,0.0662373)
 [0,0.0662388)
 [0,0.0662509)
 [0,0.0662572)
 [0,0.0662723)
 [0,0.0662762)
 [0,0.0662866)
 [0,0.0663409)
 [0,0.0663648)
 [0,0.0663803)
 [0,0.0663899)
 [0,0.0664078)
 [0,0.0664247)
 [0,0.066504)
 [0,0.0665134)
 [0,0.0665164)
 [0,0.0665562)
 [0,0.0665612)
 [0,0.0665962)
 [0,0.0665979)
 [0,0.0666029)
 [0,0.0666254)
 [0,0.0666327)
 [0,0.0666448)
 [0,0.066682)
 [0,0.0666908)
 [0,0.0667267)
 [0,0.0667455)
 [0,0.0667664)
 [0,0.0667756)
 [0,0.0667812)
 [0,0.0667814)
 [0,0.066845)
 [0,0.0668521)
 [0,0.0668556)
 [0,0.0668906)
 [0,0.0669026)
 [0,0.0669115)
 [0,0.0669166)
 [0,0.0669277)
 [0,0.0669318)
 [0,0.0669388)
 [0,0.066946)
 [0,0.0669853)
 [0,0.0670566)
 [0,0.0670617)
 [0,0.0670618)
 [0,0.0670645)
 [0,0.0670657)
 [0,0.0670867)
 [0,0.0670934)
 [0,0.0670956)
 [0,0.0671204)
 [0,0.0671349)
 [0,0.0671623)
 [0,0.0671624)
 [0,0.067164)
 [0,0.0671647)
 [0,0.0671748)
 [0,0.0671842)
 [0,0.0671906)
 [0,0.0671964)
 [0,0.0672043)
 [0,0.0672264)
 [0,0.0672264)
 [0,0.0672366)
 [0,0.0672561)
 [0,0.067257)
 [0,0.0672703)
 [0,0.0673043)
 [0,0.0673123)
 [0,0.0673178)
 [0,0.0673267)
 [0,0.0673352)
 [0,0.0673472)
 [0,0.0673691)
 [0,0.0673768)
 [0,0.0673947)
 [0,0.0674024)
 [0,0.0674065)
 [0,0.0674318)
 [0,0.0675188)
 [0,0.0675328)
 [0,0.0675351)
 [0,0.0675715)
 [0,0.0675737)
 [0,0.0675984)
 [0,0.0676075)
 [0,0.0676189)
 [0,0.0676299)
 [0,0.067635)
 [0,0.0676467)
 [0,0.0676507)
 [0,0.0676509)
 [0,0.0676545)
 [0,0.0676586)
 [0,0.0676597)
 [0,0.0676643)
 [0,0.0676801)
 [0,0.0676804)
 [0,0.067685)
 [0,0.067685)
 [0,0.0677)
 [0,0.0677016)
 [0,0.0677026)
 [0,0.0677428)
 [0,0.0677473)
 [0,0.0677786)
 [0,0.067802)
 [0,0.0678379)
 [0,0.0678542)
 [0,0.0678707)
 [0,0.0678745)
 [0,0.0679193)
 [0,0.0679312)
 [0,0.0679316)
 [0,0.0679503)
 [0,0.0679649)
 [0,0.067988)
 [0,0.0679969)
 [0,0.0680092)
 [0,0.0680985)
 [0,0.0681003)
 [0,0.0681549)
 [0,0.0681843)
 [0,0.0681931)
 [0,0.0682144)
 [0,0.0682308)
 [0,0.0682541)
 [0,0.0682629)
 [0,0.0682712)
 [0,0.0682879)
 [0,0.0683306)
 [0,0.0683418)
 [0,0.0683687)
 [0,0.0683744)
 [0,0.0683767)
 [0,0.0683815)
 [0,0.0683921)
 [0,0.0683957)
 [0,0.0684022)
 [0,0.068404)
 [0,0.0684248)
 [0,0.0684287)
 [0,0.0684732)
 [0,0.0685018)
 [0,0.0685071)
 [0,0.0685187)
 [0,0.0685336)
 [0,0.0685542)
 [0,0.0685827)
 [0,0.0685847)
 [0,0.0686213)
 [0,0.0686241)
 [0,0.0686395)
 [0,0.0686918)
 [0,0.0687244)
 [0,0.0687532)
 [0,0.0687566)
 [0,0.0687664)
 [0,0.0687898)
 [0,0.0687978)
 [0,0.0688019)
 [0,0.068853)
 [0,0.0688786)
 [0,0.0689005)
 [0,0.0689223)
 [0,0.068925)
 [0,0.0689333)
 [0,0.0689743)
 [0,0.0689852)
 [0,0.0689876)
 [0,0.0690012)
 [0,0.0690025)
 [0,0.0690066)
 [0,0.0690222)
 [0,0.0690458)
 [0,0.0690677)
 [0,0.0690746)
 [0,0.0690818)
 [0,0.0690905)
 [0,0.0690912)
 [0,0.0691091)
 [0,0.069136)
 [0,0.0691677)
 [0,0.0691716)
 [0,0.0691837)
 [0,0.0692184)
 [0,0.0692189)
 [0,0.0692437)
 [0,0.0692444)
 [0,0.0692511)
 [0,0.0693267)
 [0,0.0693308)
 [0,0.0693383)
 [0,0.0693562)
 [0,0.0693562)
 [0,0.0693622)
 [0,0.0693633)
 [0,0.0693781)
 [0,0.0693889)
 [0,0.0694018)
 [0,0.0694024)
 [0,0.0694033)
 [0,0.0694387)
 [0,0.0694442)
 [0,0.0694459)
 [0,0.0694511)
 [0,0.0694511)
 [0,0.06955)
 [0,0.0695607)
 [0,0.0695726)
 [0,0.0695896)
 [0,0.0696208)
 [0,0.06964)
 [0,0.0696407)
 [0,0.0696441)
 [0,0.0696484)
 [0,0.0696511)
 [0,0.069661)
 [0,0.0696682)
 [0,0.0696721)
 [0,0.0696798)
 [0,0.069691)
 [0,0.0697089)
 [0,0.0697123)
 [0,0.0697196)
 [0,0.0697299)
 [0,0.0697426)
 [0,0.0697498)
 [0,0.0697501)
 [0,0.06976)
 [0,0.0697975)
 [0,0.0698398)
 [0,0.0698398)
 [0,0.0698518)
 [0,0.0698624)
 [0,0.0698653)
 [0,0.0699057)
 [0,0.0699186)
 [0,0.0699289)
 [0,0.0699367)
 [0,0.0699509)
 [0,0.0699671)
 [0,0.0699699)
 [0,0.069984)
 [0,0.0699874)
 [0,0.0700054)
 [0,0.070006)
 [0,0.0700754)
 [0,0.0700966)
 [0,0.0701001)
 [0,0.0701003)
 [0,0.0701036)
 [0,0.0701599)
 [0,0.0701599)
 [0,0.0701667)
 [0,0.0701825)
 [0,0.0702012)
 [0,0.070235)
 [0,0.0702429)
 [0,0.0702512)
 [0,0.0702759)
 [0,0.0703283)
 [0,0.0703429)
 [0,0.0703541)
 [0,0.0703636)
 [0,0.0704078)
 [0,0.070416)
 [0,0.0704235)
 [0,0.0704307)
 [0,0.0704463)
 [0,0.0704503)
 [0,0.0704667)
 [0,0.0704751)
 [0,0.0704872)
 [0,0.070506)
 [0,0.070539)
 [0,0.0705467)
 [0,0.0705468)
 [0,0.0706021)
 [0,0.0706312)
 [0,0.0706402)
 [0,0.0706432)
 [0,0.0706444)
 [0,0.0706547)
 [0,0.0706552)
 [0,0.0706649)
 [0,0.0706673)
 [0,0.0706815)
 [0,0.0706823)
 [0,0.0706847)
 [0,0.0706966)
 [0,0.0707111)
 [0,0.0707326)
 [0,0.0707355)
 [0,0.0707436)
 [0,0.0707589)
 [0,0.0707604)
 [0,0.0707679)
 [0,0.0707769)
 [0,0.070795)
 [0,0.0707968)
 [0,0.070798)
 [0,0.0708169)
 [0,0.0708481)
 [0,0.0708557)
 [0,0.0708751)
 [0,0.0708755)
 [0,0.0708816)
 [0,0.0709328)
 [0,0.0709375)
 [0,0.0709503)
 [0,0.0709505)
 [0,0.0709542)
 [0,0.0709724)
 [0,0.0709774)
 [0,0.0709949)
 [0,0.0710057)
 [0,0.0710571)
 [0,0.0710659)
 [0,0.0710664)
 [0,0.0710761)
 [0,0.0710771)
 [0,0.0710878)
 [0,0.0711081)
 [0,0.0711112)
 [0,0.0711134)
 [0,0.0711186)
 [0,0.0711265)
 [0,0.0711333)
 [0,0.0711424)
 [0,0.071165)
 [0,0.0711714)
 [0,0.0711759)
 [0,0.0711799)
 [0,0.0711809)
 [0,0.0712013)
 [0,0.0712022)
 [0,0.0712122)
 [0,0.0712209)
 [0,0.0712315)
 [0,0.0712422)
 [0,0.0712471)
 [0,0.071263)
 [0,0.0712649)
 [0,0.0712664)
 [0,0.071292)
 [0,0.0713363)
 [0,0.0713402)
 [0,0.071363)
 [0,0.0713637)
 [0,0.071364)
 [0,0.071375)
 [0,0.071378)
 [0,0.071382)
 [0,0.0713918)
 [0,0.0714056)
 [0,0.0714297)
 [0,0.0714306)
 [0,0.071437)
 [0,0.0714641)
 [0,0.071466)
 [0,0.0714899)
 [0,0.0714912)
 [0,0.071507)
 [0,0.0715072)
 [0,0.0715076)
 [0,0.0715093)
 [0,0.0715163)
 [0,0.0715332)
 [0,0.0715386)
 [0,0.0715415)
 [0,0.0715424)
 [0,0.0715572)
 [0,0.0715644)
 [0,0.0715784)
 [0,0.07158)
 [0,0.0715901)
 [0,0.0716012)
 [0,0.0716178)
 [0,0.0716238)
 [0,0.0716288)
 [0,0.0716418)
 [0,0.0716432)
 [0,0.0716437)
 [0,0.0716484)
 [0,0.071662)
 [0,0.0717146)
 [0,0.0717327)
 [0,0.0717443)
 [0,0.0717458)
 [0,0.0717511)
 [0,0.0717532)
 [0,0.0717831)
 [0,0.0717917)
 [0,0.0717984)
 [0,0.0718071)
 [0,0.0718253)
 [0,0.0718287)
 [0,0.0718416)
 [0,0.0718511)
 [0,0.071854)
 [0,0.0718875)
 [0,0.0718995)
 [0,0.0719295)
 [0,0.0719327)
 [0,0.0719361)
 [0,0.071946)
 [0,0.0719573)
 [0,0.0719683)
 [0,0.0719927)
 [0,0.072028)
 [0,0.0720381)
 [0,0.0720395)
 [0,0.0720442)
 [0,0.072084)
 [0,0.072084)
 [0,0.0720848)
 [0,0.0720965)
 [0,0.072111)
 [0,0.0721125)
 [0,0.0721126)
 [0,0.0721244)
 [0,0.0721266)
 [0,0.0721334)
 [0,0.0721438)
 [0,0.0721536)
 [0,0.0721554)
 [0,0.0721742)
 [0,0.0721917)
 [0,0.0722051)
 [0,0.0722155)
 [0,0.0722217)
 [0,0.0722241)
 [0,0.0722321)
 [0,0.0722454)
 [0,0.0722826)
 [0,0.0722832)
 [0,0.072287)
 [0,0.072312)
 [0,0.0723691)
 [0,0.0723852)
 [0,0.0723949)
 [0,0.0724385)
 [0,0.0724428)
 [0,0.0724654)
 [0,0.0724698)
 [0,0.0724931)
 [0,0.0725019)
 [0,0.0725025)
 [0,0.0725057)
 [0,0.0725149)
 [0,0.072532)
 [0,0.0725433)
 [0,0.072547)
 [0,0.0725474)
 [0,0.0725491)
 [0,0.0725726)
 [0,0.0725914)
 [0,0.0726009)
 [0,0.0726052)
 [0,0.0726075)
 [0,0.0726238)
 [0,0.0726343)
 [0,0.0726419)
 [0,0.0726734)
 [0,0.0726769)
 [0,0.0726788)
 [0,0.0726933)
 [0,0.0726969)
 [0,0.0727092)
 [0,0.0727369)
 [0,0.0727399)
 [0,0.0727527)
 [0,0.0727793)
 [0,0.0728019)
 [0,0.0728162)
 [0,0.0728206)
 [0,0.0728308)
 [0,0.0728704)
 [0,0.0728846)
 [0,0.0728898)
 [0,0.072902)
 [0,0.072918)
 [0,0.0729346)
 [0,0.0729414)
 [0,0.0729551)
 [0,0.072962)
 [0,0.0729804)
 [0,0.0729837)
 [0,0.0730094)
 [0,0.0730151)
 [0,0.0730321)
 [0,0.0730445)
 [0,0.0730523)
 [0,0.0730564)
 [0,0.0730601)
 [0,0.0730609)
 [0,0.0730779)
 [0,0.0730794)
 [0,0.0730818)
 [0,0.0730862)
 [0,0.073088)
 [0,0.0730916)
 [0,0.0730921)
 [0,0.0731149)
 [0,0.0731152)
 [0,0.0731195)
 [0,0.0731202)
 [0,0.0731238)
 [0,0.0731415)
 [0,0.0731492)
 [0,0.0731561)
 [0,0.0731667)
 [0,0.0731952)
 [0,0.0732071)
 [0,0.0732156)
 [0,0.073271)
 [0,0.0732869)
 [0,0.0732871)
 [0,0.073314)
 [0,0.0733335)
 [0,0.0733361)
 [0,0.0733378)
 [0,0.0733427)
 [0,0.0733477)
 [0,0.0733996)
 [0,0.0734032)
 [0,0.073419)
 [0,0.0734472)
 [0,0.0734597)
 [0,0.0734657)
 [0,0.0734919)
 [0,0.0735022)
 [0,0.073505)
 [0,0.0735199)
 [0,0.0735581)
 [0,0.0735629)
 [0,0.0735699)
 [0,0.0736209)
 [0,0.0736399)
 [0,0.0736436)
 [0,0.0736458)
 [0,0.0736616)
 [0,0.0736626)
 [0,0.0736939)
 [0,0.0736957)
 [0,0.0737094)
 [0,0.0737272)
 [0,0.0737319)
 [0,0.0737421)
 [0,0.073761)
 [0,0.0737838)
 [0,0.0738008)
 [0,0.0738025)
 [0,0.0738092)
 [0,0.0738097)
 [0,0.0738117)
 [0,0.0738135)
 [0,0.0738405)
 [0,0.0738546)
 [0,0.07386)
 [0,0.07386)
 [0,0.0738611)
 [0,0.0738625)
 [0,0.0738637)
 [0,0.073896)
 [0,0.0739208)
 [0,0.0739272)
 [0,0.0739372)
 [0,0.0739586)
 [0,0.0739652)
 [0,0.0739684)
 [0,0.0739699)
 [0,0.0739741)
 [0,0.0739814)
 [0,0.0739852)
 [0,0.0739862)
 [0,0.0739924)
 [0,0.0739951)
 [0,0.0740002)
 [0,0.0740421)
 [0,0.0740437)
 [0,0.0740503)
 [0,0.0740898)
 [0,0.0740989)
 [0,0.0741008)
 [0,0.0741013)
 [0,0.0741127)
 [0,0.0741221)
 [0,0.0741387)
 [0,0.0741421)
 [0,0.0741488)
 [0,0.0741564)
 [0,0.0742059)
 [0,0.0742099)
 [0,0.0742132)
 [0,0.0742143)
 [0,0.074237)
 [0,0.0742594)
 [0,0.0742899)
 [0,0.0743014)
 [0,0.0743152)
 [0,0.0743263)
 [0,0.0743396)
 [0,0.0743558)
 [0,0.0743847)
 [0,0.0743932)
 [0,0.0743986)
 [0,0.0744131)
 [0,0.0744158)
 [0,0.0744206)
 [0,0.0744228)
 [0,0.0744298)
 [0,0.0744388)
 [0,0.0744399)
 [0,0.0744453)
 [0,0.0744474)
 [0,0.0744503)
 [0,0.0744598)
 [0,0.0744609)
 [0,0.0744609)
 [0,0.0744691)
 [0,0.0744762)
 [0,0.0744864)
 [0,0.0744875)
 [0,0.0745259)
 [0,0.0745287)
 [0,0.0745364)
 [0,0.0745402)
 [0,0.0745427)
 [0,0.0745433)
 [0,0.0745699)
 [0,0.0745901)
 [0,0.0746091)
 [0,0.0746313)
 [0,0.0746489)
 [0,0.0746582)
 [0,0.0746584)
 [0,0.0746631)
 [0,0.0746634)
 [0,0.0746645)
 [0,0.0746794)
 [0,0.0746879)
 [0,0.0746906)
 [0,0.0746949)
 [0,0.0747034)
 [0,0.0747071)
 [0,0.0747091)
 [0,0.0747203)
 [0,0.0747247)
 [0,0.0747925)
 [0,0.0747953)
 [0,0.0748162)
 [0,0.0748305)
 [0,0.0748381)
 [0,0.0748448)
 [0,0.0748484)
 [0,0.0748742)
 [0,0.0749035)
 [0,0.0749123)
 [0,0.0749184)
 [0,0.0749242)
 [0,0.0749344)
 [0,0.0749579)
 [0,0.0749648)
 [0,0.075011)
 [0,0.0750238)
 [0,0.0750279)
 [0,0.0750637)
 [0,0.0750716)
 [0,0.0750755)
 [0,0.0750807)
 [0,0.0750821)
 [0,0.0750962)
 [0,0.0750965)
 [0,0.075103)
 [0,0.0751037)
 [0,0.0751176)
 [0,0.075123)
 [0,0.075131)
 [0,0.0751344)
 [0,0.0751358)
 [0,0.0751386)
 [0,0.0751491)
 [0,0.0751597)
 [0,0.0751611)
 [0,0.0751765)
 [0,0.0751771)
 [0,0.0751779)
 [0,0.0752084)
 [0,0.0752125)
 [0,0.0752172)
 [0,0.0752214)
 [0,0.0752324)
 [0,0.0752413)
 [0,0.0752447)
 [0,0.0752525)
 [0,0.0752708)
 [0,0.0752775)
 [0,0.0752867)
 [0,0.0752941)
 [0,0.0752951)
 [0,0.0753092)
 [0,0.0753148)
 [0,0.0753217)
 [0,0.0753369)
 [0,0.0753512)
 [0,0.0753559)
 [0,0.0753714)
 [0,0.0753789)
 [0,0.0753824)
 [0,0.0753845)
 [0,0.075391)
 [0,0.0753916)
 [0,0.0754166)
 [0,0.0754259)
 [0,0.0754428)
 [0,0.0754466)
 [0,0.0754744)
 [0,0.0754768)
 [0,0.0754899)
 [0,0.0754901)
 [0,0.0754909)
 [0,0.0754931)
 [0,0.075515)
 [0,0.075523)
 [0,0.075523)
 [0,0.0755272)
 [0,0.0755388)
 [0,0.0755394)
 [0,0.0755429)
 [0,0.0755829)
 [0,0.0755956)
 [0,0.0756212)
 [0,0.0756386)
 [0,0.0756599)
 [0,0.0756779)
 [0,0.0756821)
 [0,0.0756903)
 [0,0.0756918)
 [0,0.0756996)
 [0,0.075701)
 [0,0.0757048)
 [0,0.0757263)
 [0,0.0757461)
 [0,0.0757482)
 [0,0.0757533)
 [0,0.0757556)
 [0,0.0757709)
 [0,0.0757744)
 [0,0.0757798)
 [0,0.075783)
 [0,0.0757847)
 [0,0.0758266)
 [0,0.0758314)
 [0,0.0758369)
 [0,0.0758666)
 [0,0.0758746)
 [0,0.0758909)
 [0,0.0759079)
 [0,0.0759091)
 [0,0.0759151)
 [0,0.0759524)
 [0,0.0759565)
 [0,0.0759586)
 [0,0.0759628)
 [0,0.0759723)
 [0,0.075974)
 [0,0.0759771)
 [0,0.0759961)
 [0,0.0760042)
 [0,0.0760354)
 [0,0.0760369)
 [0,0.0760409)
 [0,0.0760445)
 [0,0.0760455)
 [0,0.0760489)
 [0,0.0760544)
 [0,0.0760659)
 [0,0.0760718)
 [0,0.0761039)
 [0,0.0761105)
 [0,0.0761186)
 [0,0.0761254)
 [0,0.0761297)
 [0,0.0761324)
 [0,0.0761394)
 [0,0.0761432)
 [0,0.0761499)
 [0,0.0761513)
 [0,0.0761593)
 [0,0.0761804)
 [0,0.076188)
 [0,0.0761962)
 [0,0.0762097)
 [0,0.0762363)
 [0,0.0762368)
 [0,0.0762411)
 [0,0.076245)
 [0,0.07625)
 [0,0.0762614)
 [0,0.0762783)
 [0,0.0763054)
 [0,0.076306)
 [0,0.076314)
 [0,0.0763148)
 [0,0.0763156)
 [0,0.0763165)
 [0,0.0763165)
 [0,0.0763253)
 [0,0.0763385)
 [0,0.0763494)
 [0,0.0763534)
 [0,0.076384)
 [0,0.0763844)
 [0,0.0763878)
 [0,0.0763937)
 [0,0.0763954)
 [0,0.0763973)
 [0,0.0764079)
 [0,0.0764131)
 [0,0.0764294)
 [0,0.0764319)
 [0,0.076451)
 [0,0.0764651)
 [0,0.076479)
 [0,0.0764852)
 [0,0.0765071)
 [0,0.0765075)
 [0,0.0765125)
 [0,0.0765178)
 [0,0.0765286)
 [0,0.0765759)
 [0,0.0765769)
 [0,0.0765893)
 [0,0.0765896)
 [0,0.0766005)
 [0,0.0766022)
 [0,0.0766276)
 [0,0.0766501)
 [0,0.0766502)
 [0,0.0766512)
 [0,0.0766579)
 [0,0.0766882)
 [0,0.076701)
 [0,0.0767156)
 [0,0.0767169)
 [0,0.0767234)
 [0,0.0767247)
 [0,0.0767248)
 [0,0.0767278)
 [0,0.0767379)
 [0,0.0767419)
 [0,0.0767619)
 [0,0.0767836)
 [0,0.0767952)
 [0,0.0767981)
 [0,0.0768078)
 [0,0.076832)
 [0,0.0768383)
 [0,0.0768391)
 [0,0.076852)
 [0,0.0768528)
 [0,0.0768745)
 [0,0.0768748)
 [0,0.0768823)
 [0,0.0769002)
 [0,0.0769065)
 [0,0.0769105)
 [0,0.076913)
 [0,0.0769169)
 [0,0.0769227)
 [0,0.0769232)
 [0,0.0769256)
 [0,0.076926)
 [0,0.0769274)
 [0,0.0769276)
 [0,0.0769302)
 [0,0.076934)
 [0,0.0769351)
 [0,0.0769444)
 [0,0.0769993)
 [0,0.0770013)
 [0,0.0770036)
 [0,0.0770071)
 [0,0.0770089)
 [0,0.0770192)
 [0,0.0770312)
 [0,0.0770523)
 [0,0.0770541)
 [0,0.0770581)
 [0,0.07707)
 [0,0.0770765)
 [0,0.0770973)
 [0,0.0770984)
 [0,0.0771155)
 [0,0.0771368)
 [0,0.0771492)
 [0,0.0771606)
 [0,0.0771646)
 [0,0.0771872)
 [0,0.0771952)
 [0,0.0772097)
 [0,0.0772117)
 [0,0.07722)
 [0,0.0772326)
 [0,0.0772387)
 [0,0.0772528)
 [0,0.0772539)
 [0,0.0772663)
 [0,0.0772684)
 [0,0.0773045)
 [0,0.0773056)
 [0,0.0773093)
 [0,0.0773129)
 [0,0.0773138)
 [0,0.0773436)
 [0,0.0773456)
 [0,0.0773474)
 [0,0.077395)
 [0,0.0774009)
 [0,0.0774209)
 [0,0.0774255)
 [0,0.0774416)
 [0,0.0774643)
 [0,0.077471)
 [0,0.0774748)
 [0,0.0775027)
 [0,0.0775063)
 [0,0.0775296)
 [0,0.0775478)
 [0,0.0775567)
 [0,0.0775838)
 [0,0.0775864)
 [0,0.0775975)
 [0,0.0776273)
 [0,0.0776349)
 [0,0.0776417)
 [0,0.0776841)
 [0,0.0776984)
 [0,0.0777091)
 [0,0.0777172)
 [0,0.0777195)
 [0,0.0777377)
 [0,0.0777379)
 [0,0.0777388)
 [0,0.0777467)
 [0,0.077747)
 [0,0.0777987)
 [0,0.0778097)
 [0,0.0778175)
 [0,0.0778222)
 [0,0.077851)
 [0,0.0778532)
 [0,0.0778534)
 [0,0.0778564)
 [0,0.0778641)
 [0,0.0778658)
 [0,0.0778697)
 [0,0.0778763)
 [0,0.0778897)
 [0,0.0778998)
 [0,0.0779006)
 [0,0.0779273)
 [0,0.0779291)
 [0,0.0779374)
 [0,0.0779393)
 [0,0.0779424)
 [0,0.0779472)
 [0,0.0779508)
 [0,0.0779539)
 [0,0.0779701)
 [0,0.0779771)
 [0,0.0779787)
 [0,0.0779821)
